order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,purchase_frequency,preferred_category,product_name,category,gender,TotalSpend
ORD5458,CUST1458,25,PROD658,Pakistan,6/13/2023,4/29/2025,1,active,5/10/2024,455.29,3,41,Beauty,Dumbbells,Sports,Female,1365.8700000000001
ORD5459,CUST1459,50,PROD659,Pakistan,6/10/2021,8/21/2022,2,active,2/10/2023,1137.99,1,16,Beauty,Lamp,Home,Female,1137.99
ORD5460,CUST1460,66,PROD660,India,11/26/2022,3/5/2024,4,active,1/31/2024,207.28,8,14,Beauty,Foundation,Beauty,Female,1658.24
ORD5461,CUST1461,66,PROD661,India,9/25/2021,5/16/2024,5,cancelled,7/8/2023,324.54,6,40,Electronics,Refrigerator,Home,Female,1947.2400000000002
ORD5462,CUST1462,24,PROD662,Canada,11/24/2020,2/22/2021,0,active,5/28/2025,206.15,5,10,Electronics,Shampoo,Beauty,Female,1030.75
ORD5463,CUST1463,46,PROD663,Canada,3/14/2021,6/5/2023,1,paused,11/23/2023,1493.98,1,21,Beauty,Smartphone,Electronics,Male,1493.98
ORD5464,CUST1464,39,PROD664,India,1/16/2022,5/7/2025,5,paused,4/16/2022,553.36,2,10,Beauty,Sneakers,Clothing,Male,1106.72
ORD5465,CUST1465,26,PROD665,Pakistan,10/13/2021,2/7/2022,3,active,3/20/2025,178.28,6,41,Electronics,Vacuum Cleaner,Home,Female,1069.68
ORD5466,CUST1466,36,PROD666,India,3/11/2023,1/16/2024,5,cancelled,6/25/2024,638.11,1,25,Electronics,Tablet,Electronics,Female,638.11
ORD5467,CUST1467,37,PROD667,India,8/18/2021,12/14/2021,1,active,6/25/2022,225.32,8,34,Beauty,Blender,Home,Female,1802.56
ORD5468,CUST1468,35,PROD668,Canada,9/22/2021,2/9/2023,2,active,1/25/2025,133.5,9,49,Beauty,Basketball,Sports,Female,1201.5
ORD5469,CUST1469,44,PROD669,Germany,2/12/2023,8/29/2023,2,cancelled,4/18/2023,213.51,6,19,Home,Football,Sports,Male,1281.06
ORD5470,CUST1470,51,PROD670,Germany,11/26/2022,3/27/2023,0,active,4/29/2025,185.37,8,36,Clothing,Conditioner,Beauty,Female,1482.96
ORD5471,CUST1471,35,PROD671,USA,4/20/2023,6/22/2025,0,cancelled,4/4/2024,87.8,8,4,Home,Skirt,Clothing,Female,702.4
ORD5472,CUST1472,51,PROD672,UK,4/21/2023,1/14/2025,0,cancelled,9/15/2024,97.78,4,29,Home,Perfume,Beauty,Male,391.12
ORD5473,CUST1473,56,PROD673,Pakistan,5/20/2023,6/2/2023,2,active,7/18/2023,197.6,9,38,Clothing,Dress,Clothing,Male,1778.3999999999999
ORD5474,CUST1474,37,PROD674,USA,8/4/2021,1/31/2023,0,active,1/6/2024,532.09,2,46,Beauty,Dining Table,Home,Female,1064.18
ORD5475,CUST1475,40,PROD675,Canada,12/9/2020,3/30/2023,1,cancelled,8/10/2024,196.12,5,7,Beauty,Shirt,Clothing,Female,980.6
ORD5476,CUST1476,40,PROD676,Pakistan,5/20/2022,6/24/2024,5,cancelled,9/20/2022,313.86,6,12,Sports,Dumbbells,Sports,Female,1883.16
ORD5477,CUST1477,31,PROD677,Germany,10/14/2022,9/17/2023,1,cancelled,11/20/2024,417.52,2,34,Sports,T-Shirt,Clothing,Female,835.04
ORD5478,CUST1478,23,PROD678,India,11/29/2020,1/22/2025,3,active,4/8/2024,124.76,8,27,Home,Jeans,Clothing,Female,998.08
ORD5479,CUST1479,32,PROD679,India,10/16/2022,3/5/2025,2,cancelled,10/14/2024,90.21,6,2,Clothing,Smartwatch,Electronics,Female,541.26
ORD5480,CUST1480,46,PROD680,Pakistan,10/12/2021,7/23/2025,4,paused,1/14/2023,277.47,4,7,Beauty,Sneakers,Clothing,Other,1109.88
ORD5481,CUST1481,65,PROD681,USA,4/21/2023,5/31/2023,0,cancelled,3/6/2025,132.87,5,2,Electronics,Laptop,Electronics,Male,664.35
ORD5482,CUST1482,19,PROD682,Pakistan,7/26/2021,7/3/2023,3,active,8/26/2023,132.82,8,10,Clothing,Sneakers,Clothing,Female,1062.56
ORD5483,CUST1483,21,PROD683,UK,12/4/2022,12/21/2024,2,cancelled,4/4/2024,554.08,1,47,Clothing,Chair,Home,Male,554.08
ORD5484,CUST1484,23,PROD684,USA,8/6/2023,3/27/2024,1,active,3/24/2024,190.43,5,2,Home,Shampoo,Beauty,Male,952.1500000000001
ORD5485,CUST1485,59,PROD685,Canada,4/19/2022,5/21/2023,0,active,1/23/2024,228.34,7,16,Beauty,Tablet,Electronics,Female,1598.38
ORD5486,CUST1486,28,PROD686,Germany,10/28/2021,9/29/2022,3,active,9/23/2023,975.01,1,4,Clothing,Tennis Racket,Sports,Male,975.01
ORD5487,CUST1487,40,PROD687,India,10/27/2021,6/26/2025,3,active,3/15/2024,62.15,3,31,Electronics,Conditioner,Beauty,Male,186.45
ORD5488,CUST1488,49,PROD688,Canada,11/27/2022,1/25/2024,1,active,4/22/2023,537.56,2,11,Beauty,Shirt,Clothing,Female,1075.12
ORD5489,CUST1489,46,PROD689,Germany,4/7/2023,4/16/2025,2,active,6/20/2024,472.65,4,11,Sports,Lamp,Home,Female,1890.6
ORD5490,CUST1490,44,PROD690,Germany,6/13/2023,1/28/2024,1,cancelled,5/3/2025,109.16,8,31,Clothing,Camera,Electronics,Female,873.28
ORD5491,CUST1491,50,PROD691,USA,1/14/2022,12/23/2022,3,paused,1/23/2023,261.49,5,25,Sports,Bluetooth Speaker,Electronics,Male,1307.45
ORD5492,CUST1492,49,PROD692,UK,9/30/2020,3/25/2024,5,active,7/16/2022,69.48,7,41,Home,Cricket Bat,Sports,Female,486.36
ORD5493,CUST1493,38,PROD693,Canada,5/31/2023,7/22/2025,2,active,2/22/2025,1481.71,1,37,Clothing,Shirt,Clothing,Female,1481.71
ORD5494,CUST1494,25,PROD694,Canada,1/26/2023,10/13/2023,0,cancelled,3/29/2024,189.21,9,30,Clothing,Hoodie,Clothing,Male,1702.89
ORD5495,CUST1495,62,PROD695,India,9/7/2021,12/11/2021,3,active,6/6/2023,271.14,4,42,Sports,Face Wash,Beauty,Female,1084.56
ORD5496,CUST1496,33,PROD696,Canada,9/19/2022,1/11/2023,5,active,3/22/2025,396.81,5,20,Clothing,Camera,Electronics,Female,1984.05
ORD5497,CUST1497,20,PROD697,UK,7/14/2021,1/30/2025,0,cancelled,7/12/2023,836.76,2,47,Beauty,Skirt,Clothing,Male,1673.52
ORD5498,CUST1498,29,PROD698,Canada,6/15/2021,3/6/2022,1,active,8/15/2023,71.96,2,7,Beauty,Lipstick,Beauty,Male,143.92
ORD5499,CUST1499,45,PROD699,Pakistan,4/13/2022,8/25/2022,3,active,5/3/2022,1601.28,1,33,Beauty,Shirt,Clothing,Male,1601.28
ORD5500,CUST1500,49,PROD700,Canada,5/2/2021,2/24/2022,3,paused,7/15/2022,582.99,3,3,Clothing,Perfume,Beauty,Female,1748.97
ORD5501,CUST1501,51,PROD701,Pakistan,10/1/2022,5/27/2023,3,paused,5/22/2024,307.14,2,34,Home,Basketball,Sports,Other,614.28
ORD5502,CUST1502,66,PROD702,USA,11/8/2021,1/17/2025,4,paused,3/24/2022,193.22,8,32,Beauty,Shirt,Clothing,Male,1545.76
ORD5503,CUST1503,58,PROD703,USA,4/4/2022,5/25/2024,1,cancelled,4/27/2025,996.56,2,32,Beauty,Camera,Electronics,Male,1993.12
ORD5504,CUST1504,31,PROD704,Pakistan,4/6/2023,3/29/2025,0,active,6/16/2024,965.67,2,42,Clothing,Microwave,Home,Female,1931.34
ORD5505,CUST1505,35,PROD705,Canada,7/22/2023,6/2/2025,4,active,9/22/2024,134.86,9,7,Electronics,Dress,Clothing,Male,1213.7400000000002
ORD5506,CUST1506,48,PROD706,Pakistan,10/26/2020,6/6/2022,2,active,10/21/2024,59.06,8,27,Clothing,T-Shirt,Clothing,Female,472.48
ORD5507,CUST1507,34,PROD707,Pakistan,3/30/2021,7/26/2025,0,cancelled,10/2/2021,163.78,5,14,Electronics,Gaming Console,Electronics,Male,818.9
ORD5508,CUST1508,57,PROD708,India,9/8/2021,1/4/2024,3,paused,4/24/2024,204.26,9,38,Beauty,Dining Table,Home,Female,1838.34
ORD5509,CUST1509,42,PROD709,Germany,6/17/2023,8/7/2024,3,active,9/25/2023,162.05,9,32,Electronics,Vacuum Cleaner,Home,Male,1458.45
ORD5510,CUST1510,60,PROD710,Germany,10/25/2022,7/19/2025,3,cancelled,1/26/2024,124.82,6,43,Home,Sneakers,Clothing,Female,748.92
ORD5511,CUST1511,28,PROD711,Canada,8/9/2022,9/2/2024,1,paused,3/7/2024,81.49,7,32,Beauty,Vacuum Cleaner,Home,Female,570.43
ORD5512,CUST1512,34,PROD712,Canada,7/11/2021,5/22/2025,0,paused,7/25/2022,36.04,3,23,Clothing,Face Wash,Beauty,Male,108.12
ORD5513,CUST1513,44,PROD713,Germany,12/10/2022,5/26/2025,4,cancelled,1/5/2024,243.55,7,26,Beauty,Jeans,Clothing,Male,1704.8500000000001
ORD5514,CUST1514,57,PROD714,India,3/20/2021,1/8/2023,1,active,3/18/2023,428.54,3,33,Home,Tablet,Electronics,Male,1285.6200000000001
ORD5515,CUST1515,54,PROD715,India,5/25/2022,3/12/2023,5,active,4/9/2025,234.67,3,8,Home,Bluetooth Speaker,Electronics,Male,704.01
ORD5516,CUST1516,51,PROD716,India,3/4/2021,6/17/2023,1,cancelled,7/18/2024,142.25,9,40,Home,Dining Table,Home,Male,1280.25
ORD5517,CUST1517,41,PROD717,USA,3/12/2023,9/5/2023,3,cancelled,11/14/2023,116.18,6,20,Beauty,Dress,Clothing,Male,697.08
ORD5518,CUST1518,47,PROD718,UK,7/16/2021,8/17/2022,5,active,2/15/2022,321.74,6,15,Clothing,Sneakers,Clothing,Male,1930.44
ORD5519,CUST1519,26,PROD719,USA,9/1/2020,5/22/2022,1,active,3/12/2023,266.97,5,9,Beauty,Smartphone,Electronics,Female,1334.8500000000001
ORD5520,CUST1520,40,PROD720,Canada,10/22/2022,1/6/2023,1,active,9/30/2024,283.96,5,36,Home,Bluetooth Speaker,Electronics,Female,1419.8
ORD5521,CUST1521,43,PROD721,India,2/27/2021,7/30/2025,2,active,6/6/2025,382.28,4,47,Sports,Dress,Clothing,Male,1529.12
ORD5522,CUST1522,53,PROD722,USA,6/30/2022,5/27/2024,2,paused,7/9/2024,217.42,4,43,Home,Cycling Helmet,Sports,Male,869.68
ORD5523,CUST1523,63,PROD723,Canada,2/24/2022,3/13/2022,3,active,11/18/2023,57.75,8,5,Beauty,Lipstick,Beauty,Male,462.0
ORD5524,CUST1524,43,PROD724,USA,3/4/2021,7/8/2022,5,active,3/1/2025,256.45,4,29,Home,Camera,Electronics,Female,1025.8
ORD5525,CUST1525,66,PROD725,UK,6/7/2023,6/12/2024,5,paused,9/18/2023,300.55,6,18,Electronics,Tablet,Electronics,Male,1803.3000000000002
ORD5526,CUST1526,54,PROD726,India,12/17/2021,12/17/2021,3,paused,7/14/2023,75.6,8,26,Sports,Smartphone,Electronics,Male,604.8
ORD5527,CUST1527,30,PROD727,India,11/30/2020,7/5/2024,4,cancelled,7/20/2024,1582.47,1,39,Beauty,Sofa,Home,Male,1582.47
ORD5528,CUST1528,24,PROD728,USA,8/29/2022,3/8/2023,5,active,7/5/2023,199.61,6,30,Beauty,Microwave,Home,Female,1197.66
ORD5529,CUST1529,50,PROD729,UK,3/30/2021,1/7/2025,3,active,4/5/2022,75.76,9,7,Electronics,Moisturizer,Beauty,Male,681.84
ORD5530,CUST1530,26,PROD730,Canada,3/25/2022,5/21/2024,1,active,9/24/2022,169.33,3,19,Beauty,Lamp,Home,Male,507.99
ORD5531,CUST1531,44,PROD731,Canada,5/9/2022,7/23/2022,5,active,8/14/2022,279.79,5,32,Home,Cricket Bat,Sports,Female,1398.95
ORD5532,CUST1532,40,PROD732,USA,8/18/2022,4/12/2023,3,active,8/27/2024,18.93,4,45,Electronics,Blender,Home,Male,75.72
ORD5533,CUST1533,41,PROD733,India,11/28/2020,6/6/2024,2,active,9/15/2021,147.55,8,32,Home,Lamp,Home,Male,1180.4
ORD5534,CUST1534,54,PROD734,UK,1/21/2023,11/14/2023,4,active,7/10/2023,82.68,9,2,Clothing,Headphones,Electronics,Male,744.1200000000001
ORD5535,CUST1535,29,PROD735,Pakistan,1/22/2023,12/17/2023,4,cancelled,10/6/2023,178.63,9,15,Beauty,Vacuum Cleaner,Home,Female,1607.67
ORD5536,CUST1536,20,PROD736,Pakistan,1/15/2023,2/14/2023,3,active,10/3/2024,22.44,8,21,Home,Shirt,Clothing,Female,179.52
ORD5537,CUST1537,59,PROD737,India,5/30/2022,10/9/2024,0,active,11/8/2024,443.38,4,8,Sports,Headphones,Electronics,Female,1773.52
ORD5538,CUST1538,37,PROD738,Canada,7/10/2022,6/30/2024,0,active,11/20/2022,189.41,8,46,Electronics,Yoga Mat,Sports,Male,1515.28
ORD5539,CUST1539,61,PROD739,Canada,11/7/2022,2/13/2025,4,active,6/27/2024,440.91,3,33,Electronics,Perfume,Beauty,Female,1322.73
ORD5540,CUST1540,50,PROD740,Canada,11/2/2020,7/15/2022,5,active,2/5/2021,944.82,2,29,Beauty,Smartwatch,Electronics,Female,1889.64
ORD5541,CUST1541,67,PROD741,Pakistan,12/24/2022,1/22/2025,0,paused,6/5/2024,892.74,2,49,Electronics,Blender,Home,Male,1785.48
ORD5542,CUST1542,39,PROD742,UK,7/18/2022,11/6/2023,4,cancelled,4/25/2023,589.28,3,9,Home,Blender,Home,Female,1767.84
ORD5543,CUST1543,64,PROD743,Pakistan,12/13/2021,1/7/2022,5,paused,3/7/2023,233.33,3,38,Clothing,Jacket,Clothing,Male,699.99
ORD5544,CUST1544,59,PROD744,UK,9/8/2022,6/25/2025,2,active,5/11/2025,168.05,9,3,Electronics,Lipstick,Beauty,Female,1512.45
ORD5545,CUST1545,40,PROD745,USA,2/24/2023,2/11/2024,2,active,8/12/2025,227.34,5,17,Sports,Gaming Console,Electronics,Female,1136.7
ORD5546,CUST1546,36,PROD746,UK,7/4/2021,12/26/2022,2,active,1/9/2025,164.42,3,22,Clothing,Lamp,Home,Male,493.26
ORD5547,CUST1547,49,PROD747,Germany,5/21/2023,7/10/2025,2,active,10/23/2023,577.99,1,12,Electronics,Tablet,Electronics,Female,577.99
ORD5548,CUST1548,35,PROD748,UK,11/28/2020,3/24/2025,4,paused,3/24/2025,293.23,4,6,Beauty,Refrigerator,Home,Female,1172.92
ORD5549,CUST1549,56,PROD749,UK,5/3/2021,4/16/2022,1,active,1/24/2023,188.99,6,20,Beauty,Yoga Mat,Sports,Male,1133.94
ORD5550,CUST1550,57,PROD750,Canada,10/2/2022,4/13/2025,5,active,6/21/2025,904.56,2,44,Clothing,Lipstick,Beauty,Male,1809.12
ORD5551,CUST1551,63,PROD751,UK,7/11/2021,8/25/2023,0,active,11/1/2024,1220.25,1,9,Home,Skirt,Clothing,Female,1220.25
ORD5552,CUST1552,29,PROD752,India,5/6/2022,12/16/2022,2,active,4/20/2023,34.17,6,35,Sports,Cycling Helmet,Sports,Female,205.02
ORD5553,CUST1553,40,PROD753,USA,8/30/2021,6/19/2025,2,active,10/24/2024,152.91,9,5,Beauty,Shampoo,Beauty,Female,1376.19
ORD5554,CUST1554,54,PROD754,Germany,4/13/2022,2/9/2024,0,paused,12/5/2022,28.96,8,22,Home,Blender,Home,Female,231.68
ORD5555,CUST1555,52,PROD755,India,12/28/2021,2/23/2024,3,active,4/4/2024,167.97,7,6,Clothing,Jeans,Clothing,Male,1175.79
ORD5556,CUST1556,35,PROD756,India,10/20/2020,12/2/2022,5,active,6/20/2023,329.43,3,35,Electronics,Dress,Clothing,Female,988.29
ORD5557,CUST1557,67,PROD757,USA,11/9/2022,11/9/2024,4,active,1/6/2024,1543.19,1,42,Beauty,Lamp,Home,Male,1543.19
ORD5558,CUST1558,27,PROD758,UK,12/8/2021,5/4/2023,5,paused,1/6/2025,524.51,2,43,Beauty,Dining Table,Home,Female,1049.02
ORD5559,CUST1559,38,PROD759,Germany,5/20/2021,7/31/2021,4,active,6/22/2022,342.38,4,41,Electronics,Jacket,Clothing,Female,1369.52
ORD5560,CUST1560,41,PROD760,UK,5/11/2023,2/2/2025,3,cancelled,1/25/2024,164.78,9,22,Clothing,Face Wash,Beauty,Female,1483.02
ORD5561,CUST1561,33,PROD761,India,3/12/2021,4/3/2024,3,active,1/31/2024,159.26,9,30,Home,Moisturizer,Beauty,Male,1433.34
ORD5562,CUST1562,45,PROD762,USA,11/9/2022,10/8/2024,3,active,1/5/2024,33.22,8,7,Clothing,Chair,Home,Female,265.76
ORD5563,CUST1563,28,PROD763,Germany,12/22/2021,3/28/2024,4,cancelled,2/26/2023,1815.34,1,19,Electronics,Blender,Home,Male,1815.34
ORD5564,CUST1564,27,PROD764,Germany,6/9/2021,4/5/2024,5,active,8/22/2021,17.0,4,2,Clothing,Smartwatch,Electronics,Male,68.0
ORD5565,CUST1565,33,PROD765,Pakistan,5/13/2022,10/12/2024,0,paused,1/20/2024,108.08,6,5,Sports,Camera,Electronics,Male,648.48
ORD5566,CUST1566,28,PROD766,India,2/23/2021,6/15/2022,4,active,11/6/2023,18.44,6,5,Beauty,Jacket,Clothing,Male,110.64000000000001
ORD5567,CUST1567,58,PROD767,UK,9/12/2020,10/25/2021,1,paused,11/1/2023,330.36,4,49,Clothing,Running Shoes,Sports,Female,1321.44
ORD5568,CUST1568,34,PROD768,Pakistan,4/20/2023,10/17/2023,2,active,2/4/2025,138.99,7,36,Home,Moisturizer,Beauty,Female,972.9300000000001
ORD5569,CUST1569,52,PROD769,Canada,11/24/2020,8/25/2023,4,active,12/19/2024,45.15,5,33,Sports,Laptop,Electronics,Female,225.75
ORD5570,CUST1570,51,PROD770,USA,10/19/2020,11/6/2023,0,active,3/18/2023,266.24,4,21,Beauty,Dining Table,Home,Male,1064.96
ORD5571,CUST1571,38,PROD771,Pakistan,2/19/2023,4/10/2023,5,active,7/6/2023,127.91,9,29,Sports,Lamp,Home,Male,1151.19
ORD5572,CUST1572,46,PROD772,UK,5/20/2023,4/14/2025,0,active,3/28/2024,49.35,7,49,Clothing,Perfume,Beauty,Female,345.45
ORD5573,CUST1573,35,PROD773,USA,3/12/2021,11/4/2023,4,active,9/15/2021,12.69,9,14,Beauty,Camera,Electronics,Female,114.21
ORD5574,CUST1574,34,PROD774,Pakistan,12/15/2021,5/27/2025,4,active,12/16/2024,55.16,8,5,Beauty,Skirt,Clothing,Male,441.28
ORD5575,CUST1575,62,PROD775,Germany,7/24/2021,5/28/2025,4,active,8/9/2024,228.64,8,18,Sports,Smartphone,Electronics,Other,1829.12
ORD5576,CUST1576,56,PROD776,USA,7/31/2021,4/16/2023,4,active,7/1/2025,554.17,3,46,Clothing,Bluetooth Speaker,Electronics,Female,1662.5099999999998
ORD5577,CUST1577,43,PROD777,UK,3/4/2021,6/2/2021,5,active,12/5/2022,559.72,1,3,Beauty,Yoga Mat,Sports,Female,559.72
ORD5578,CUST1578,43,PROD778,USA,1/7/2023,8/13/2023,4,active,7/16/2024,319.61,3,18,Sports,Hoodie,Clothing,Male,958.83
ORD5579,CUST1579,30,PROD779,Germany,12/21/2022,11/26/2023,0,active,4/29/2023,71.54,6,12,Electronics,Camera,Electronics,Other,429.24
ORD5580,CUST1580,46,PROD780,Germany,11/2/2020,4/17/2023,4,active,3/22/2024,36.79,8,17,Clothing,Jeans,Clothing,Male,294.32
ORD5581,CUST1581,65,PROD781,UK,5/23/2022,3/21/2023,1,active,7/16/2023,1276.55,1,48,Clothing,T-Shirt,Clothing,Male,1276.55
ORD5582,CUST1582,23,PROD782,UK,12/20/2020,11/14/2021,0,active,3/26/2021,683.35,2,10,Electronics,Sneakers,Clothing,Male,1366.7
ORD5583,CUST1583,56,PROD783,Canada,9/23/2021,2/21/2024,5,cancelled,10/9/2022,137.79,5,12,Beauty,Lipstick,Beauty,Female,688.9499999999999
ORD5584,CUST1584,62,PROD784,USA,6/1/2022,8/9/2025,5,active,3/13/2024,309.26,4,17,Home,Shampoo,Beauty,Female,1237.04
ORD5585,CUST1585,31,PROD785,Pakistan,4/22/2022,10/17/2024,2,cancelled,8/25/2023,43.08,5,22,Electronics,Nail Polish,Beauty,Female,215.39999999999998
ORD5586,CUST1586,67,PROD786,Germany,6/29/2023,1/2/2025,4,active,6/19/2024,659.12,3,32,Home,Cricket Bat,Sports,Female,1977.3600000000001
ORD5587,CUST1587,69,PROD787,Canada,6/13/2022,11/8/2022,5,active,11/20/2023,177.67,7,28,Sports,Shirt,Clothing,Female,1243.6899999999998
ORD5588,CUST1588,65,PROD788,USA,3/14/2021,5/8/2023,4,paused,2/8/2022,215.02,7,19,Electronics,Dress,Clothing,Male,1505.14
ORD5589,CUST1589,51,PROD789,Germany,6/7/2021,7/9/2025,4,paused,7/7/2024,978.5,1,14,Home,Face Wash,Beauty,Male,978.5
ORD5590,CUST1590,43,PROD790,USA,10/1/2020,10/11/2024,0,active,4/27/2022,180.39,2,44,Beauty,Chair,Home,Male,360.78
ORD5591,CUST1591,56,PROD791,Canada,9/29/2022,12/5/2023,5,cancelled,8/17/2024,275.98,4,21,Beauty,Microwave,Home,Female,1103.92
ORD5592,CUST1592,30,PROD792,USA,11/8/2022,9/20/2024,0,active,12/15/2024,105.63,7,36,Clothing,Laptop,Electronics,Female,739.41
ORD5593,CUST1593,35,PROD793,India,7/5/2023,1/23/2024,5,active,7/29/2023,427.02,4,35,Beauty,Refrigerator,Home,Female,1708.08
ORD5594,CUST1594,20,PROD794,Germany,4/23/2022,4/3/2025,1,active,9/30/2022,93.14,9,2,Sports,Microwave,Home,Female,838.26
ORD5595,CUST1595,59,PROD795,Pakistan,1/18/2022,10/3/2023,4,paused,9/20/2023,58.61,3,47,Clothing,Dumbbells,Sports,Other,175.82999999999998
ORD5596,CUST1596,53,PROD796,Pakistan,1/2/2023,2/14/2024,0,cancelled,4/13/2025,261.37,6,41,Electronics,Jacket,Clothing,Female,1568.22
ORD5597,CUST1597,66,PROD797,Canada,1/26/2021,1/28/2021,1,active,12/4/2023,697.6,2,8,Electronics,Perfume,Beauty,Male,1395.2
ORD5598,CUST1598,31,PROD798,Pakistan,1/7/2021,7/4/2023,5,cancelled,10/24/2021,612.55,3,9,Home,Sofa,Home,Female,1837.6499999999999
ORD5599,CUST1599,59,PROD799,Germany,8/9/2022,6/23/2024,0,active,12/14/2022,150.44,2,47,Beauty,Cricket Bat,Sports,Female,300.88
ORD5600,CUST1600,18,PROD800,Germany,7/4/2023,4/2/2025,5,active,7/19/2023,118.23,9,40,Beauty,Dumbbells,Sports,Other,1064.07
ORD5601,CUST1601,57,PROD801,USA,7/24/2022,4/11/2024,4,active,12/7/2024,1043.23,1,9,Electronics,Microwave,Home,Male,1043.23
ORD5602,CUST1602,61,PROD802,Germany,2/7/2022,11/1/2024,0,paused,4/28/2025,619.73,3,11,Home,Cycling Helmet,Sports,Female,1859.19
ORD5603,CUST1603,58,PROD803,UK,12/30/2022,8/6/2025,1,active,7/18/2023,449.28,3,47,Home,Skirt,Clothing,Female,1347.84
ORD5604,CUST1604,22,PROD804,Germany,4/28/2022,6/6/2025,2,active,4/3/2025,1181.37,1,17,Electronics,Dumbbells,Sports,Female,1181.37
ORD5605,CUST1605,53,PROD805,Germany,6/5/2023,11/26/2024,3,active,3/19/2024,56.24,9,31,Electronics,Sneakers,Clothing,Female,506.16
ORD5606,CUST1606,42,PROD806,Pakistan,1/11/2022,4/15/2023,1,active,4/4/2023,458.76,4,16,Electronics,Moisturizer,Beauty,Male,1835.04
ORD5607,CUST1607,57,PROD807,UK,2/6/2022,10/1/2022,0,cancelled,7/18/2024,4.92,8,40,Home,Yoga Mat,Sports,Male,39.36
ORD5608,CUST1608,56,PROD808,UK,6/26/2023,1/17/2024,2,active,9/15/2024,314.8,4,4,Electronics,Microwave,Home,Female,1259.2
ORD5609,CUST1609,51,PROD809,Pakistan,8/18/2022,5/20/2023,4,paused,1/27/2023,475.45,4,1,Clothing,Perfume,Beauty,Female,1901.8
ORD5610,CUST1610,51,PROD810,Pakistan,9/17/2020,5/9/2022,2,active,5/30/2023,224.82,2,28,Sports,Bluetooth Speaker,Electronics,Male,449.64
ORD5611,CUST1611,20,PROD811,USA,8/17/2021,12/25/2021,3,active,10/22/2024,187.96,2,32,Electronics,Shampoo,Beauty,Female,375.92
ORD5612,CUST1612,26,PROD812,Germany,1/17/2022,11/3/2023,4,active,2/5/2024,123.54,8,18,Beauty,Jacket,Clothing,Male,988.32
ORD5613,CUST1613,65,PROD813,India,7/11/2022,4/25/2023,1,cancelled,10/1/2024,384.32,4,13,Clothing,Conditioner,Beauty,Male,1537.28
ORD5614,CUST1614,53,PROD814,USA,4/23/2021,3/30/2024,5,cancelled,7/30/2025,158.27,4,40,Clothing,Laptop,Electronics,Male,633.08
ORD5615,CUST1615,61,PROD815,Pakistan,10/14/2022,8/10/2024,4,cancelled,5/26/2023,252.11,7,25,Clothing,Face Wash,Beauty,Male,1764.77
ORD5616,CUST1616,26,PROD816,Germany,12/27/2022,9/18/2024,1,active,6/15/2023,174.23,1,11,Sports,Face Wash,Beauty,Male,174.23
ORD5617,CUST1617,36,PROD817,USA,9/8/2022,3/2/2025,1,active,6/27/2025,150.89,6,28,Beauty,Blender,Home,Male,905.3399999999999
ORD5618,CUST1618,56,PROD818,USA,8/4/2021,10/26/2024,2,cancelled,12/26/2022,169.91,8,24,Electronics,Smartphone,Electronics,Male,1359.28
ORD5619,CUST1619,57,PROD819,Pakistan,6/16/2021,8/27/2021,2,active,10/19/2021,94.81,4,33,Clothing,Laptop,Electronics,Male,379.24
ORD5620,CUST1620,21,PROD820,UK,3/29/2022,9/19/2024,4,active,12/4/2023,168.81,3,37,Home,Moisturizer,Beauty,Female,506.43
ORD5621,CUST1621,34,PROD821,India,7/7/2023,7/30/2023,5,active,1/20/2025,415.64,1,13,Beauty,Skirt,Clothing,Female,415.64
ORD5622,CUST1622,23,PROD822,India,1/25/2022,5/28/2022,5,cancelled,8/23/2023,24.21,5,19,Electronics,Microwave,Home,Female,121.05000000000001
ORD5623,CUST1623,66,PROD823,USA,3/6/2022,3/8/2023,2,cancelled,7/23/2022,132.42,8,14,Home,Gaming Console,Electronics,Male,1059.36
ORD5624,CUST1624,50,PROD824,USA,1/7/2021,4/28/2023,1,cancelled,1/25/2025,177.1,5,49,Clothing,Face Wash,Beauty,Male,885.5
ORD5625,CUST1625,64,PROD825,UK,10/17/2020,1/6/2021,2,active,4/7/2022,239.59,7,35,Electronics,Basketball,Sports,Female,1677.13
ORD5626,CUST1626,36,PROD826,India,12/21/2021,3/29/2025,3,cancelled,3/19/2024,165.39,5,28,Clothing,Smartphone,Electronics,Female,826.9499999999999
ORD5627,CUST1627,62,PROD827,Pakistan,8/23/2021,10/7/2023,1,paused,8/30/2022,445.44,2,28,Beauty,Cricket Bat,Sports,Female,890.88
ORD5628,CUST1628,46,PROD828,Germany,9/22/2021,4/23/2024,5,cancelled,12/18/2024,562.29,3,30,Home,Tennis Racket,Sports,Female,1686.87
ORD5629,CUST1629,43,PROD829,India,1/8/2022,10/17/2024,0,cancelled,12/29/2024,108.56,8,10,Clothing,Chair,Home,Female,868.48
ORD5630,CUST1630,67,PROD830,Germany,2/3/2021,5/6/2024,1,paused,12/16/2022,908.4,2,46,Clothing,Skirt,Clothing,Male,1816.8
ORD5631,CUST1631,57,PROD831,Canada,1/7/2022,6/29/2024,5,active,8/12/2025,1904.04,1,6,Beauty,Smartphone,Electronics,Female,1904.04
